2015.11.02 00:00:00			
2015.11.02 00:01:00			
2015.11.02 00:02:00			
2015.11.02 00:03:00			1.1008074990
2015.11.02 00:04:00			1.1012669992
2015.11.02 00:05:00		1.1004614855	1.1016865993
2015.11.02 00:06:00		1.1007919249	1.1020012795
2015.11.02 00:07:00		1.1011135592	1.1022320236
2015.11.02 00:08:00	1.1001830982	1.1013818643	1.1023816189
2015.11.02 00:09:00	1.1004078599	1.1016035063	1.1024762951
2015.11.02 00:10:00	1.1006353322	1.1017755680	1.1025760361
2015.11.02 00:11:00	1.1008372297	1.1019104970	1.1026518289
2015.11.02 00:12:00	1.1010155198	1.1020435599	1.1027364631
2015.11.02 00:13:00	1.1011666336	1.1021574899	1.1027871705
2015.11.02 00:14:00	1.1012965080	1.1022721787	1.1028357364
2015.11.02 00:15:00	1.1014256227	1.1023619063	1.1028745891
2015.11.02 00:16:00	1.1015432671	1.1024454180	1.1028816713
2015.11.02 00:17:00	1.1016610927	1.1025184908	1.1028773370
2015.11.02 00:18:00	1.1017633164	1.1025674294	1.1028638696
2015.11.02 00:19:00	1.1018607536	1.1026040008	1.1028920957
2015.11.02 00:20:00	1.1019506956	1.1026297507	1.1029366766
2015.11.02 00:21:00	1.1020244883	1.1026766568	1.1029523412
2015.11.02 00:22:00	1.1020887584	1.1027314497	1.1029378730
2015.11.02 00:23:00	1.1021442385	1.1027668935	1.1029442984
2015.11.02 00:24:00	1.1022104509	1.1027810318	1.1029484387
2015.11.02 00:25:00	1.1022800316	1.1028046528	1.1029487510
2015.11.02 00:26:00	1.1023365677	1.1028246962	1.1029480008
2015.11.02 00:27:00	1.1023783702	1.1028403592	1.1029454006
2015.11.02 00:28:00	1.1024238801	1.1028534393	1.1029453205
2015.11.02 00:29:00	1.1024655047	1.1028636344	1.1029452564
2015.11.02 00:30:00	1.1025027736	1.1028738051	1.1029412051
2015.11.02 00:31:00	1.1025367910	1.1028827045	1.1029419641
2015.11.02 00:32:00	1.1025674225	1.1028879914	1.1029395713
2015.11.02 00:33:00	1.1025964669	1.1028951175	1.1029466570
2015.11.02 00:34:00	1.1026232771	1.1028994778	1.1029523256
2015.11.02 00:35:00	1.1026464866	1.1029089181	1.1029598605
2015.11.02 00:36:00	1.1026694492	1.1029171783	1.1029668884
2015.11.02 00:37:00	1.1026894915	1.1029262810	1.1029725107
2015.11.02 00:38:00	1.1027114537	1.1029348709	1.1029920086
2015.11.02 00:39:00	1.1027317265	1.1029423870	1.1030426069
2015.11.02 00:40:00	1.1027515937	1.1029583387	1.1031090855
2015.11.02 00:41:00	1.1027703173	1.1029941713	1.1031732684
2015.11.02 00:42:00	1.1027876006	1.1030417749	1.1032196147
2015.11.02 00:43:00	1.1028093236	1.1030903030	1.1032486918
2015.11.02 00:44:00	1.1028428372	1.1031296402	1.1032609534
2015.11.02 00:45:00	1.1028837728	1.1031590601	1.1032657627
2015.11.02 00:46:00	1.1029257902	1.1031779276	1.1032566102
